notOutlier_Alive,notOutlier_Death,notOutlier_survival_rate,outlier_Alive,outlier_Death,outlier_survival_rate,seq_survival_rate,support,total_patients,fisherScore,seq,semantic
870.0,382.0,0.69489,0.0,485.0,0,0.50086,1737,14711,1.9695270603648136E-5,956874 -1 19121608 -1  -2 ,'Furosemide' -1 'Influenza virus vaccine' -1 -2 
768.0,374.0,0.6725,1.0,442.0,0.00226,0.48517,1585,14711,1.9638366728320922E-5,1332418 -1 1125315 -1  -2 ,'Amlodipine' -1 'Acetaminophen' -1 -2 
769.0,332.0,0.69846,0.0,404.0,0,0.51096,1505,14711,1.652917521064805E-5,1713332 -1 1713332 1759842 -1  -2 ,'Amoxicillin' -1 'Amoxicillin' 'Clavulanate' -1 -2 
876.0,310.0,0.73862,0.0,436.0,0,0.54007,1622,14711,1.561064707776876E-5,903963 -1 1125315 -1  -2 ,'Triamcinolone' -1 'Acetaminophen' -1 -2 
947.0,267.0,0.78007,0.0,451.0,0,0.56877,1665,14711,5.539854295519892E-6,1136980 -1  -2 ,'Ketorolac' -1 -2 
1184.0,366.0,0.76387,0.0,578.0,0,0.55639,2128,14711,4.087338786223042E-6,1125315 1174888 -1 1734104 -1  -2 ,'Acetaminophen' 'Hydrocodone' -1 'Azithromycin' -1 -2 
781.0,334.0,0.70045,0.0,426.0,0,0.50681,1541,14711,4.086316749361764E-6,1307046 -1 19049105 -1  -2 ,'Metoprolol' -1 'Potassium Chloride' -1 -2 
789.0,332.0,0.70384,0.0,428.0,0,0.50936,1549,14711,3.6950431628085457E-6,1777806 -1  -2 ,'Ceftriaxone' -1 -2 
1050.0,316.0,0.76867,1.0,509.0,0.00196,0.56023,1876,14711,2.805804258159973E-6,778711 -1  -2 ,'cyclobenzaprine' -1 -2 
1020.0,249.0,0.80378,0.0,482.0,0,0.58252,1751,14711,1.4534840161494083E-6,1506270 -1 1506270 -1  -2 ,'Methylprednisolone' -1 'Methylprednisolone' -1 -2 
944.0,383.0,0.71138,1.0,500.0,0.002,0.51696,1828,14711,4.8726367879711283E-8,1738521 -1  -2 ,'Doxycycline' -1 -2 
911.0,251.0,0.78399,0.0,438.0,0,0.56938,1600,14711,2.115814536938746E-9,1506270 -1 1125315 1174888 -1  -2 ,'Methylprednisolone' -1 'Acetaminophen' 'Hydrocodone' -1 -2 
